runId,algorithmName,inputSize,timeNs,memoryKb,dateRun
130,HashTable_Search,1000,220366,133,2026-08-18
131,HashTable_Insert,5000,1932100,399,2026-08-18
132,HashTable_Search,5000,1389666,133,2026-08-18
133,HashTable_Insert,10000,3628133,798,2026-08-18
134,HashTable_Search,10000,1195300,252,2026-08-18
135,HashTable_Insert,20000,2548066,1702,2026-08-18
136,HashTable_Search,20000,1472566,378,2026-08-18
137,BST_Insert,100,182500,152,2026-08-18
138,RedBlackTree_Insert,100,251066,133,2026-08-18
139,BST_Search,100,137400,0,2026-08-18
140,RedBlackTree_Search,100,220566,24,2026-08-18
141,BST_Insert,500,244933,133,2026-08-18
142,RedBlackTree_Insert,500,327533,133,2026-08-18
143,BST_Search,500,259200,0,2026-08-18
144,RedBlackTree_Search,500,160066,0,2026-08-18
145,BST_Insert,1000,436700,133,2026-08-18
146,RedBlackTree_Insert,1000,502100,133,2026-08-18
147,BST_Search,1000,337833,0,2026-08-18
148,RedBlackTree_Search,1000,363233,0,2026-08-18
149,BST_Insert,5000,3044200,266,2026-08-18
150,RedBlackTree_Insert,5000,2020900,266,2026-08-18
151,BST_Search,5000,2070866,0,2026-08-18
152,RedBlackTree_Search,5000,1875433,0,2026-08-18
153,BST_Insert,10000,9902633,389,2026-08-18
154,RedBlackTree_Insert,10000,4695900,443,2026-08-18
155,BST_Search,10000,8600366,0,2026-08-18
156,RedBlackTree_Search,10000,10085800,0,2026-08-18
157,PriorityQueue_Enqueue,100,229266,152,2026-08-18
158,PriorityQueue_Dequeue,100,367633,157,2026-08-18
159,PriorityQueue_Enqueue,500,350500,133,2026-08-18
160,PriorityQueue_Dequeue,500,709600,133,2026-08-18
161,PriorityQueue_Enqueue,1000,337500,133,2026-08-18
162,PriorityQueue_Dequeue,1000,718600,133,2026-08-18
163,PriorityQueue_Enqueue,5000,930733,266,2026-08-18
164,PriorityQueue_Dequeue,5000,3897800,266,2026-08-18
165,PriorityQueue_Enqueue,10000,1746500,399,2026-08-18
166,PriorityQueue_Dequeue,10000,7046433,399,2026-08-18
167,PriorityQueue_Enqueue,20000,2497233,665,2026-08-18
168,PriorityQueue_Dequeue,20000,29313733,631,2026-08-18
169,BFS_Traversal,117,860733,152,2026-08-18
170,DFS_Traversal,117,754700,157,2026-08-18
171,Dijkstra_SingleSource,117,522666,157,2026-08-18
172,Prim_MST,117,1416933,157,2026-08-18
173,Kruskal_MST,117,561466,158,2026-08-18
174,BFS_Connected,58,268166,157,2026-08-18
175,DFS_CycleDetect,58,131233,133,2026-08-18
176,MergeSort,100,42066,324,2026-08-18
177,QuickSort,100,128400,308,2026-08-18
178,InsertionSort,100,127766,308,2026-08-18
179,SelectionSort,100,176633,308,2026-08-18
180,MergeSort,500,82133,309,2026-08-18
181,QuickSort,500,163233,309,2026-08-18
182,InsertionSort,500,191766,309,2026-08-18
183,SelectionSort,500,252266,309,2026-08-18
184,MergeSort,1000,182200,311,2026-08-18
185,QuickSort,1000,170633,311,2026-08-18
186,InsertionSort,1000,280433,311,2026-08-18
187,SelectionSort,1000,579933,311,2026-08-18
188,MergeSort,5000,652033,635,2026-08-18
189,QuickSort,5000,440566,327,2026-08-18
190,InsertionSort,5000,3677666,327,2026-08-18
191,SelectionSort,5000,23593666,327,2026-08-18
192,MergeSort,10000,2154866,982,2026-08-18
193,QuickSort,10000,1477200,346,2026-08-18
194,InsertionSort,10000,43366533,346,2026-08-18
195,SelectionSort,10000,75395200,346,2026-08-18
196,LinearSearch,100,11466,0,2026-08-18
197,BinarySearch,100,10000,0,2026-08-18
198,LinearSearch,500,15600,0,2026-08-18
199,BinarySearch,500,18900,0,2026-08-18
200,LinearSearch,1000,59000,0,2026-08-18
201,BinarySearch,1000,13800,0,2026-08-18
202,LinearSearch,5000,139800,0,2026-08-18
203,BinarySearch,5000,20533,0,2026-08-18
204,LinearSearch,10000,47933,0,2026-08-18
205,BinarySearch,10000,17900,0,2026-08-18
206,HashTable_Insert,100,220500,307,2026-08-18
207,HashTable_Search,100,108833,0,2026-08-18
208,HashTable_Insert,500,277633,307,2026-08-18
209,HashTable_Search,500,109800,307,2026-08-18
210,HashTable_Insert,1000,210400,330,2026-08-18
211,HashTable_Search,1000,139500,307,2026-08-18
212,HashTable_Insert,5000,548300,615,2026-08-18
213,HashTable_Search,5000,240066,292,2026-08-18
214,HashTable_Insert,10000,517633,900,2026-08-18
215,HashTable_Search,10000,605666,0,2026-08-18
216,HashTable_Insert,20000,1374100,1698,2026-08-18
217,HashTable_Search,20000,286700,0,2026-08-18
218,BST_Insert,100,252633,299,2026-08-18
219,RedBlackTree_Insert,100,175200,307,2026-08-18
220,BST_Search,100,127866,0,2026-08-18
221,RedBlackTree_Search,100,190033,0,2026-08-18
222,BST_Insert,500,148000,307,2026-08-18
223,RedBlackTree_Insert,500,278900,307,2026-08-18
224,BST_Search,500,145800,0,2026-08-18
225,RedBlackTree_Search,500,141100,0,2026-08-18
226,BST_Insert,1000,276866,307,2026-08-18
227,RedBlackTree_Insert,1000,284366,307,2026-08-18
228,BST_Search,1000,255600,0,2026-08-18
229,RedBlackTree_Search,1000,810400,0,2026-08-18
230,BST_Insert,5000,1439300,307,2026-08-18
231,RedBlackTree_Insert,5000,1473033,307,2026-08-18
232,BST_Search,5000,1794900,0,2026-08-18
233,RedBlackTree_Search,5000,1381800,0,2026-08-18
234,BST_Insert,10000,3245166,394,2026-08-18
235,RedBlackTree_Insert,10000,3688266,615,2026-08-18
236,BST_Search,10000,3346400,0,2026-08-18
237,RedBlackTree_Search,10000,3369533,0,2026-08-18
238,PriorityQueue_Enqueue,100,135933,299,2026-08-18
239,PriorityQueue_Dequeue,100,241200,307,2026-08-18
240,PriorityQueue_Enqueue,500,142233,307,2026-08-18
241,PriorityQueue_Dequeue,500,298133,307,2026-08-18
242,PriorityQueue_Enqueue,1000,183300,307,2026-08-18
243,PriorityQueue_Dequeue,1000,357066,307,2026-08-18
244,PriorityQueue_Enqueue,5000,527600,307,2026-08-18
245,PriorityQueue_Dequeue,5000,2082133,307,2026-08-18
246,PriorityQueue_Enqueue,10000,916300,307,2026-08-18
247,PriorityQueue_Dequeue,10000,4006600,292,2026-08-18
248,PriorityQueue_Enqueue,20000,1084133,600,2026-08-18
249,PriorityQueue_Dequeue,20000,9331833,584,2026-08-18
250,BFS_Traversal,117,535500,300,2026-08-18
251,DFS_Traversal,117,709933,308,2026-08-18
252,Dijkstra_SingleSource,117,468233,308,2026-08-18
253,Prim_MST,117,322100,308,2026-08-18
254,Kruskal_MST,117,432733,308,2026-08-18
255,BFS_Connected,58,201033,308,2026-08-18
256,DFS_CycleDetect,58,71666,308,2026-08-18
257,MergeSort,100,74500,395,2026-08-18
258,QuickSort,100,95266,385,2026-08-18
259,InsertionSort,100,103966,385,2026-08-18
260,SelectionSort,100,239800,385,2026-08-18
261,MergeSort,500,726433,386,2026-08-18
262,QuickSort,500,94400,386,2026-08-18
263,InsertionSort,500,199066,386,2026-08-18
264,SelectionSort,500,260100,386,2026-08-18
265,MergeSort,1000,225400,403,2026-08-18
266,QuickSort,1000,148466,388,2026-08-18
267,InsertionSort,1000,223000,388,2026-08-18
268,SelectionSort,1000,765466,388,2026-08-18
269,MergeSort,5000,1222833,789,2026-08-18
270,QuickSort,5000,717833,404,2026-08-18
271,InsertionSort,5000,6418800,404,2026-08-18
272,SelectionSort,5000,21654500,404,2026-08-18
273,MergeSort,10000,2222100,1194,2026-08-18
274,QuickSort,10000,1607500,423,2026-08-18
275,InsertionSort,10000,27282200,423,2026-08-18
276,SelectionSort,10000,80756366,423,2026-08-18
277,LinearSearch,100,12400,0,2026-08-18
278,BinarySearch,100,10300,0,2026-08-18
279,LinearSearch,500,8200,0,2026-08-18
280,BinarySearch,500,8266,0,2026-08-18
281,LinearSearch,1000,29866,0,2026-08-18
282,BinarySearch,1000,19200,0,2026-08-18
283,LinearSearch,5000,175966,0,2026-08-18
284,BinarySearch,5000,12333,0,2026-08-18
285,LinearSearch,10000,216000,0,2026-08-18
286,BinarySearch,10000,12766,0,2026-08-18
287,HashTable_Insert,100,204833,384,2026-08-18
288,HashTable_Search,100,87300,0,2026-08-18
289,HashTable_Insert,500,307433,384,2026-08-18
290,HashTable_Search,500,240733,384,2026-08-18
291,HashTable_Insert,1000,264866,384,2026-08-18
292,HashTable_Search,1000,79366,256,2026-08-18
293,HashTable_Insert,5000,622866,769,2026-08-18
294,HashTable_Search,5000,243433,0,2026-08-18
295,HashTable_Insert,10000,826566,1154,2026-08-18
296,HashTable_Search,10000,144266,0,2026-08-18
297,HashTable_Insert,20000,1331200,1617,2026-08-18
298,HashTable_Search,20000,349366,0,2026-08-18
299,BST_Insert,100,162733,384,2026-08-18
300,RedBlackTree_Insert,100,199000,384,2026-08-18
301,BST_Search,100,123700,0,2026-08-18
302,RedBlackTree_Search,100,79333,0,2026-08-18
303,BST_Insert,500,181700,384,2026-08-18
304,RedBlackTree_Insert,500,266233,384,2026-08-18
305,BST_Search,500,178133,0,2026-08-18
306,RedBlackTree_Search,500,122900,0,2026-08-18
307,BST_Insert,1000,237000,384,2026-08-18
308,RedBlackTree_Insert,1000,884333,384,2026-08-18
309,BST_Search,1000,207833,0,2026-08-18
310,RedBlackTree_Search,1000,206233,0,2026-08-18
311,BST_Insert,5000,1224500,384,2026-08-18
312,RedBlackTree_Insert,5000,1256933,384,2026-08-18
313,BST_Search,5000,12513166,0,2026-08-18
314,RedBlackTree_Search,5000,1071966,0,2026-08-18
315,BST_Insert,10000,2468900,384,2026-08-18
316,RedBlackTree_Insert,10000,3672433,769,2026-08-18
317,BST_Search,10000,3767833,0,2026-08-18
318,RedBlackTree_Search,10000,1916300,0,2026-08-18
319,PriorityQueue_Enqueue,100,147333,384,2026-08-18
320,PriorityQueue_Dequeue,100,285566,384,2026-08-18
321,PriorityQueue_Enqueue,500,195133,384,2026-08-18
322,PriorityQueue_Dequeue,500,252433,384,2026-08-18
323,PriorityQueue_Enqueue,1000,153233,384,2026-08-18
324,PriorityQueue_Dequeue,1000,636200,384,2026-08-18
325,PriorityQueue_Enqueue,5000,241900,384,2026-08-18
326,PriorityQueue_Dequeue,5000,1730100,384,2026-08-18
327,PriorityQueue_Enqueue,10000,484400,384,2026-08-18
328,PriorityQueue_Dequeue,10000,4596533,384,2026-08-18
329,PriorityQueue_Enqueue,20000,964766,769,2026-08-18
330,PriorityQueue_Dequeue,20000,10744133,769,2026-08-18
331,BFS_Traversal,117,2665300,384,2026-08-18
332,DFS_Traversal,117,908933,384,2026-08-18
333,Dijkstra_SingleSource,117,1515766,385,2026-08-18
334,Prim_MST,117,586000,384,2026-08-18
335,Kruskal_MST,117,557033,385,2026-08-18
336,BFS_Connected,58,358000,384,2026-08-18
337,DFS_CycleDetect,58,87100,384,2026-08-18
338,MergeSort,100,94666,458,2026-08-18
339,QuickSort,100,486633,446,2026-08-18
340,InsertionSort,100,190000,435,2026-08-18
341,SelectionSort,100,263533,435,2026-08-18
342,MergeSort,500,182433,437,2026-08-18
343,QuickSort,500,101333,437,2026-08-18
344,InsertionSort,500,277033,437,2026-08-18
345,SelectionSort,500,318300,437,2026-08-18
346,MergeSort,1000,238233,439,2026-08-18
347,QuickSort,1000,126166,439,2026-08-18
348,InsertionSort,1000,290233,439,2026-08-18
349,SelectionSort,1000,748033,439,2026-08-18
350,MergeSort,5000,1393166,474,2026-08-18
351,QuickSort,5000,1419200,454,2026-08-18
352,InsertionSort,5000,13087266,454,2026-08-18
353,SelectionSort,5000,36653233,454,2026-08-18
354,MergeSort,10000,2070833,1352,2026-08-18
355,QuickSort,10000,1380633,474,2026-08-18
356,InsertionSort,10000,27594033,474,2026-08-18
357,SelectionSort,10000,79620933,474,2026-08-18
358,LinearSearch,100,471766,0,2026-08-18
359,BinarySearch,100,16866,0,2026-08-18
360,LinearSearch,500,21366,0,2026-08-18
361,BinarySearch,500,19833,0,2026-08-18
362,LinearSearch,1000,53400,0,2026-08-18
363,BinarySearch,1000,14666,0,2026-08-18
364,LinearSearch,5000,51233,0,2026-08-18
365,BinarySearch,5000,19833,0,2026-08-18
366,LinearSearch,10000,22366,0,2026-08-18
367,BinarySearch,10000,22700,0,2026-08-18
368,HashTable_Insert,100,2417533,435,2026-08-18
369,HashTable_Search,100,132200,0,2026-08-18
370,HashTable_Insert,500,246300,435,2026-08-18
371,HashTable_Search,500,91466,435,2026-08-18
372,HashTable_Insert,1000,282566,435,2026-08-18
373,HashTable_Search,1000,113766,290,2026-08-18
374,HashTable_Insert,5000,417366,435,2026-08-18
375,HashTable_Search,5000,211233,0,2026-08-18
376,HashTable_Insert,10000,687233,870,2026-08-18
377,HashTable_Search,10000,230733,0,2026-08-18
378,HashTable_Insert,20000,1484966,1741,2026-08-18
379,HashTable_Search,20000,1711600,0,2026-08-18
380,BST_Insert,100,232366,435,2026-08-18
381,RedBlackTree_Insert,100,263366,435,2026-08-18
382,BST_Search,100,153633,0,2026-08-18
383,RedBlackTree_Search,100,172733,0,2026-08-18
384,BST_Insert,500,887533,435,2026-08-18
385,RedBlackTree_Insert,500,936133,435,2026-08-18
386,BST_Search,500,190233,0,2026-08-18
387,RedBlackTree_Search,500,160366,0,2026-08-18
388,BST_Insert,1000,228100,435,2026-08-18
389,RedBlackTree_Insert,1000,331500,435,2026-08-18
390,BST_Search,1000,296333,0,2026-08-18
391,RedBlackTree_Search,1000,165300,0,2026-08-18
392,BST_Insert,5000,1482400,435,2026-08-18
393,RedBlackTree_Insert,5000,3202166,435,2026-08-18
394,BST_Search,5000,1541600,0,2026-08-18
395,RedBlackTree_Search,5000,1090266,0,2026-08-18
396,BST_Insert,10000,3588800,435,2026-08-18
397,RedBlackTree_Insert,10000,5714400,435,2026-08-18
398,BST_Search,10000,6185866,0,2026-08-18
399,RedBlackTree_Search,10000,2037966,0,2026-08-18
400,PriorityQueue_Enqueue,100,235433,435,2026-08-18
401,PriorityQueue_Dequeue,100,316133,435,2026-08-18
402,PriorityQueue_Enqueue,500,247266,435,2026-08-18
403,PriorityQueue_Dequeue,500,269500,435,2026-08-18
404,PriorityQueue_Enqueue,1000,428800,435,2026-08-18
405,PriorityQueue_Dequeue,1000,461366,435,2026-08-18
406,PriorityQueue_Enqueue,5000,725233,435,2026-08-18
407,PriorityQueue_Dequeue,5000,2308600,435,2026-08-18
408,PriorityQueue_Enqueue,10000,644966,435,2026-08-18
409,PriorityQueue_Dequeue,10000,6118533,435,2026-08-18
410,PriorityQueue_Enqueue,20000,1142000,870,2026-08-18
411,PriorityQueue_Dequeue,20000,42172900,870,2026-08-18
412,BFS_Traversal,117,1180200,435,2026-08-18
413,DFS_Traversal,117,553533,435,2026-08-18
414,Dijkstra_SingleSource,117,628100,435,2026-08-18
415,Prim_MST,117,324300,435,2026-08-18
416,Kruskal_MST,117,492900,436,2026-08-18
417,BFS_Connected,58,447833,435,2026-08-18
418,DFS_CycleDetect,58,445866,435,2026-08-18
419,MergeSort,100,68133,458,2026-08-18
420,QuickSort,100,69066,469,2026-08-18
421,InsertionSort,100,80533,469,2026-08-18
422,SelectionSort,100,62866,469,2026-08-18
423,MergeSort,500,157233,470,2026-08-18
424,QuickSort,500,104300,470,2026-08-18
425,InsertionSort,500,112366,470,2026-08-18
426,SelectionSort,500,235933,470,2026-08-18
427,MergeSort,1000,209333,472,2026-08-18
428,QuickSort,1000,131233,472,2026-08-18
429,InsertionSort,1000,493666,472,2026-08-18
430,SelectionSort,1000,717300,472,2026-08-18
431,MergeSort,5000,1034400,488,2026-08-18
432,QuickSort,5000,642700,488,2026-08-18
433,InsertionSort,5000,5731266,488,2026-08-18
434,SelectionSort,5000,17402100,488,2026-08-18
435,MergeSort,10000,2582566,976,2026-08-18
436,QuickSort,10000,1557800,507,2026-08-18
437,InsertionSort,10000,17389033,507,2026-08-18
438,SelectionSort,10000,74232200,507,2026-08-18
439,LinearSearch,100,13233,0,2026-08-18
440,BinarySearch,100,23233,0,2026-08-18
441,LinearSearch,500,28300,0,2026-08-18
442,BinarySearch,500,26966,0,2026-08-18
443,LinearSearch,1000,22833,0,2026-08-18
444,BinarySearch,1000,22033,0,2026-08-18
445,LinearSearch,5000,63200,0,2026-08-18
446,BinarySearch,5000,28333,0,2026-08-18
447,LinearSearch,10000,341700,0,2026-08-18
448,BinarySearch,10000,19600,0,2026-08-18
449,HashTable_Insert,100,31433,468,2026-08-18
450,HashTable_Search,100,17800,0,2026-08-18
451,HashTable_Insert,500,99333,468,2026-08-18
452,HashTable_Search,500,37166,0,2026-08-18
453,HashTable_Insert,1000,96000,468,2026-08-18
454,HashTable_Search,1000,49366,0,2026-08-18
455,HashTable_Insert,5000,354300,468,2026-08-18
456,HashTable_Search,5000,221466,0,2026-08-18
457,HashTable_Insert,10000,1194300,1015,2026-08-18
458,HashTable_Search,10000,227633,0,2026-08-18
459,HashTable_Insert,20000,1706266,1934,2026-08-18
460,HashTable_Search,20000,374100,0,2026-08-18
461,BST_Insert,100,60033,457,2026-08-18
462,RedBlackTree_Insert,100,47733,468,2026-08-18
463,BST_Search,100,46133,0,2026-08-18
464,RedBlackTree_Search,100,19033,0,2026-08-18
465,BST_Insert,500,94400,468,2026-08-18
466,RedBlackTree_Insert,500,147533,468,2026-08-18
467,BST_Search,500,73966,0,2026-08-18
468,RedBlackTree_Search,500,85800,0,2026-08-18
469,BST_Insert,1000,233133,468,2026-08-18
470,RedBlackTree_Insert,1000,254666,468,2026-08-18
471,BST_Search,1000,257100,0,2026-08-18
472,RedBlackTree_Search,1000,155000,0,2026-08-18
473,BST_Insert,5000,1250866,468,2026-08-18
474,RedBlackTree_Insert,5000,1122833,468,2026-08-18
475,BST_Search,5000,989766,0,2026-08-18
476,RedBlackTree_Search,5000,1192466,0,2026-08-18
477,BST_Insert,10000,5461433,468,2026-08-18
478,RedBlackTree_Insert,10000,3740400,468,2026-08-18
479,BST_Search,10000,5499266,0,2026-08-18
480,RedBlackTree_Search,10000,4271000,0,2026-08-18
481,PriorityQueue_Enqueue,100,47633,457,2026-08-18
482,PriorityQueue_Dequeue,100,76166,468,2026-08-18
483,PriorityQueue_Enqueue,500,64733,468,2026-08-18
484,PriorityQueue_Dequeue,500,205800,468,2026-08-18
485,PriorityQueue_Enqueue,1000,65400,468,2026-08-18
486,PriorityQueue_Dequeue,1000,275933,468,2026-08-18
487,PriorityQueue_Enqueue,5000,277800,468,2026-08-18
488,PriorityQueue_Dequeue,5000,2697900,468,2026-08-18
489,PriorityQueue_Enqueue,10000,514600,478,2026-08-18
490,PriorityQueue_Dequeue,10000,8228033,468,2026-08-18
491,PriorityQueue_Enqueue,20000,1197066,937,2026-08-18
492,PriorityQueue_Dequeue,20000,12046766,937,2026-08-18
493,BFS_Traversal,117,220533,469,2026-08-18
494,DFS_Traversal,117,516066,469,2026-08-18
495,Dijkstra_SingleSource,117,273100,469,2026-08-18
496,Prim_MST,117,459800,469,2026-08-18
497,Kruskal_MST,117,238500,469,2026-08-18
498,BFS_Connected,58,306000,469,2026-08-18
499,DFS_CycleDetect,58,108500,469,2026-08-18
500,MergeSort,100,79866,469,2026-08-18
501,QuickSort,100,48466,469,2026-08-18
502,InsertionSort,100,784200,469,2026-08-18
503,SelectionSort,100,59733,469,2026-08-18
504,MergeSort,500,159666,470,2026-08-18
505,QuickSort,500,122000,470,2026-08-18
506,InsertionSort,500,179266,470,2026-08-18
507,SelectionSort,500,303600,470,2026-08-18
508,MergeSort,1000,240833,472,2026-08-18
509,QuickSort,1000,381833,472,2026-08-18
510,InsertionSort,1000,293300,472,2026-08-18
511,SelectionSort,1000,832466,472,2026-08-18
512,MergeSort,5000,1768466,488,2026-08-18
513,QuickSort,5000,774466,488,2026-08-18
514,InsertionSort,5000,5668800,488,2026-08-18
515,SelectionSort,5000,19776733,488,2026-08-18
516,MergeSort,10000,2828000,976,2026-08-18
517,QuickSort,10000,1973933,507,2026-08-18
518,InsertionSort,10000,22102966,507,2026-08-18
519,SelectionSort,10000,106651366,507,2026-08-18
520,LinearSearch,100,28566,0,2026-08-18
521,BinarySearch,100,24233,0,2026-08-18
522,LinearSearch,500,11733,0,2026-08-18
523,BinarySearch,500,17233,0,2026-08-18
524,LinearSearch,1000,42433,0,2026-08-18
525,BinarySearch,1000,13166,0,2026-08-18
526,LinearSearch,5000,15233,0,2026-08-18
527,BinarySearch,5000,20300,0,2026-08-18
528,LinearSearch,10000,13233,0,2026-08-18
529,BinarySearch,10000,22800,0,2026-08-18
530,HashTable_Insert,100,36333,468,2026-08-18
531,HashTable_Search,100,13633,0,2026-08-18
532,HashTable_Insert,500,59266,468,2026-08-18
533,HashTable_Search,500,31833,0,2026-08-18
534,HashTable_Insert,1000,94533,468,2026-08-18
535,HashTable_Search,1000,33633,0,2026-08-18
536,HashTable_Insert,5000,471000,468,2026-08-18
537,HashTable_Search,5000,247466,0,2026-08-18
538,HashTable_Insert,10000,1089133,1015,2026-08-18
539,HashTable_Search,10000,284366,0,2026-08-18
540,HashTable_Insert,20000,1488166,1934,2026-08-18
541,HashTable_Search,20000,307000,0,2026-08-18
542,BST_Insert,100,50233,457,2026-08-18
543,RedBlackTree_Insert,100,49766,468,2026-08-18
544,BST_Search,100,23433,0,2026-08-18
545,RedBlackTree_Search,100,27333,0,2026-08-18
546,BST_Insert,500,100866,468,2026-08-18
